code,name,nav_date,nav,acc_nav,day_change,week_change,month_change,three_month_change,six_month_change,year_change
002379,工银香港中小盘人民币,2026-05-07,1.926,1.926,2.12,5.48,10.44,-4.94,-4.27,20.53
003387,工银全球美元债C,2026-05-07,1.0193,1.0193,-0.29,-0.19,-0.93,-2.34,-4.36,-3.9
013363,大成中国优势混合(QDII)A,2026-05-07,1.2955,1.2955,1.6,1.82,0.64,-5.93,-5.76,14.27
013364,大成中国优势混合(QDII)C,2026-05-07,1.2846,1.2846,1.6,1.83,0.64,-5.99,-5.92,13.82
011583,大成港股精选混合(QDII)A,2026-05-07,1.1767,1.1767,1.61,3.15,1.03,-8.7,-6.03,22.11
025070,东方红医疗创新混合(QDII)A,2026-05-08,0.9017,0.9017,-1.52,-0.94,-5.37,-0.21,-6.15,0.0
011584,大成港股精选混合(QDII)C,2026-05-07,1.1463,1.1463,1.6,3.13,0.98,-8.8,-6.29,21.42
025071,东方红医疗创新混合(QDII)C,2026-05-08,0.8988,0.8988,-1.52,-0.96,-5.42,-0.34,-6.38,0.0
019415,南方港股医药行业混合发起(QDII)A,2026-05-07,1.397,1.397,1.36,0.14,-4.55,-3.25,-6.4,26.13
019416,南方港股医药行业混合发起(QDII)C,2026-05-07,1.3493,1.3493,1.36,0.13,-4.59,-3.39,-6.69,25.43
012208,华夏港股前沿经济混合(QDII)A,2026-05-07,0.7388,0.7388,2.95,7.6,15.84,-1.53,-7.1,-0.47
012209,华夏港股前沿经济混合(QDII)C,2026-05-07,0.7136,0.7136,2.96,7.58,15.75,-1.71,-7.43,-1.18
161229,国投瑞银中国价值发现股票,2026-05-07,1.4771,1.8471,0.46,1.25,3.16,-5.22,-8.04,2.5
017429,嘉实全球创新龙头股票(QDII)人民币A,2026-05-07,1.1583,1.1583,-0.18,-0.08,4.65,0.84,-8.97,19.08
017431,嘉实全球创新龙头股票(QDII)人民币C,2026-05-07,1.1401,1.1401,-0.18,-0.1,4.6,0.69,-9.24,18.38
006105,宏利印度股票(QDII)A,2026-05-07,1.3287,1.3571,0.54,1.96,4.37,-4.95,-9.65,-11.9
164824,工银印度基金人民币,2026-05-07,1.3353,1.3353,-0.27,1.08,5.32,-7.25,-9.76,-11.1
110011,易方达优质精选混合(QDII),2026-05-08,4.7972,6.5872,-0.92,-1.29,-4.0,-11.11,-13.46,-7.77
012379,创金合信港股互联网3个月持有期混合(QDII)A,2026-05-08,0.6594,0.6594,-0.33,4.04,3.48,-5.64,-14.07,-7.3
012380,创金合信港股互联网3个月持有期混合(QDII)C,2026-05-08,0.6436,0.6436,-0.34,4.02,3.46,-5.75,-14.29,-7.77
025587,光大阳光香港精选混合(QDII)A人民币,2026-05-07,0.7425,0.7425,1.59,2.94,5.35,-2.23,0.0,0.0
025589,光大阳光香港精选混合(QDII)C人民币,2026-05-07,0.5333,0.5333,1.6,2.93,5.29,-2.36,0.0,0.0
